State,date,fips,cases,deaths,month,day
Guam,2020-08-09,66,1381,6,8,9
Guam,2020-04-30,66,1115,6,4,30
Guam,2020-07-19,66,1284,6,7,19
Guam,2020-05-23,66,1134,6,5,23
Guam,2020-05-02,66,1117,6,5,2
Guam,2020-07-25,66,1306,6,7,25
Guam,2020-04-19,66,808,6,4,19
Guam,2020-05-28,66,1141,6,5,28
Guam,2020-08-05,66,1358,6,8,5
Guam,2020-04-15,66,750,6,4,15
Guam,2020-05-27,66,1140,6,5,27
Guam,2020-05-29,66,1141,6,5,29
Guam,2020-05-03,66,1118,6,5,3
Guam,2020-06-28,66,1217,6,6,28
Guam,2020-05-04,66,1118,6,5,4
Guam,2020-07-18,66,1284,6,7,18
Guam,2020-04-13,66,719,6,4,13
Guam,2020-03-23,66,29,1,3,23
Guam,2020-08-11,66,1403,6,8,11
Guam,2020-05-26,66,1139,6,5,26
Guam,2020-04-06,66,266,4,4,6
Guam,2020-05-05,66,1118,6,5,5
Guam,2020-06-29,66,1224,6,6,29
Guam,2020-05-30,66,1141,6,5,30
Guam,2020-04-05,66,265,4,4,5
Guam,2020-08-08,66,1381,6,8,8
Guam,2020-03-25,66,32,1,3,25
Guam,2020-05-31,66,1144,6,5,31
Guam,2020-07-10,66,1279,6,7,10
Guam,2020-06-27,66,1217,6,6,27
Guam,2020-04-20,66,811,6,4,20
Guam,2020-05-06,66,1118,6,5,6
Guam,2020-05-11,66,1120,6,5,11
Guam,2020-04-04,66,223,4,4,4
Guam,2020-07-20,66,1288,6,7,20
Guam,2020-08-01,66,1328,6,8,1
Guam,2020-07-01,66,1240,6,7,1
Guam,2020-06-24,66,1200,6,6,24
Guam,2020-04-08,66,409,4,4,8
Guam,2020-03-28,66,57,1,3,28
Guam,2020-07-16,66,1283,6,7,16
Guam,2020-06-07,66,1148,6,6,7
Guam,2020-08-21,66,1736,7,8,21
Guam,2020-05-21,66,1134,6,5,21
Guam,2020-06-04,66,1148,6,6,4
Guam,2020-03-19,66,12,0,3,19
Guam,2020-04-21,66,852,6,4,21
Guam,2020-04-29,66,1114,6,4,29
Guam,2020-06-06,66,1148,6,6,6
Guam,2020-08-04,66,1344,6,8,4
Guam,2020-04-14,66,721,6,4,14
Guam,2020-06-08,66,1149,6,6,8
Guam,2020-07-09,66,1278,6,7,9
Guam,2020-06-05,66,1148,6,6,5
Guam,2020-08-02,66,1328,6,8,2
Guam,2020-05-07,66,1118,6,5,7
Guam,2020-08-10,66,1387,6,8,10
Guam,2020-08-06,66,1366,6,8,6
Guam,2020-03-27,66,53,1,3,27
Guam,2020-07-26,66,1306,6,7,26
Guam,2020-03-18,66,8,0,3,18
Guam,2020-03-20,66,14,0,3,20
Guam,2020-05-22,66,1134,6,5,22
Guam,2020-06-25,66,1214,6,6,25
Hawaii,2020-04-17,15,547,9,4,17
Hawaii,2020-04-14,15,511,9,4,14
Hawaii,2020-04-21,15,580,12,4,21
Hawaii,2020-04-19,15,574,10,4,19
Hawaii,2020-04-11,15,484,8,4,11
Hawaii,2020-03-09,15,2,0,3,9
Hawaii,2020-07-12,15,1201,19,7,12
Hawaii,2020-07-06,15,1012,19,7,6
Hawaii,2020-06-23,15,807,17,6,23
Hawaii,2020-06-28,15,883,18,6,28
Hawaii,2020-03-08,15,2,0,3,8
Hawaii,2020-06-24,15,821,17,6,24
Hawaii,2020-07-07,15,1053,19,7,7
Hawaii,2020-04-12,15,497,9,4,12
Hawaii,2020-06-29,15,884,18,6,29
Hawaii,2020-04-13,15,502,9,4,13
Hawaii,2020-06-19,15,777,17,6,19
Hawaii,2020-07-11,15,1181,19,7,11
Hawaii,2020-03-10,15,2,0,3,10
Hawaii,2020-06-27,15,856,18,6,27
Hawaii,2020-04-20,15,578,10,4,20
Hawaii,2020-07-03,15,957,19,7,3
Hawaii,2020-03-07,15,1,0,3,7
Hawaii,2020-04-22,15,586,12,4,22
Hawaii,2020-07-28,15,1734,25,7,28
Hawaii,2020-06-30,15,901,18,6,30
Hawaii,2020-07-04,15,981,19,7,4
Hawaii,2020-08-09,15,3475,30,8,9
Hawaii,2020-07-31,15,2088,25,7,31
Hawaii,2020-06-21,15,802,17,6,21
Hawaii,2020-06-25,15,836,17,6,25
Hawaii,2020-08-19,15,5586,41,8,19
Hawaii,2020-07-08,15,1076,19,7,8
Hawaii,2020-06-26,15,850,17,6,26
Hawaii,2020-08-14,15,4520,39,8,14
Hawaii,2020-08-10,15,3615,33,8,10
Hawaii,2020-04-18,15,568,9,4,18
Hawaii,2020-07-01,15,909,18,7,1
Hawaii,2020-03-06,15,1,0,3,6
Hawaii,2020-04-16,15,535,9,4,16
Hawaii,2020-07-05,15,1005,19,7,5
Hawaii,2020-07-30,15,1966,25,7,30
Hawaii,2020-07-29,15,1842,25,7,29
Hawaii,2020-06-22,15,804,17,6,22
Hawaii,2020-07-09,15,1112,19,7,9
Hawaii,2020-08-13,15,4289,39,8,13
Hawaii,2020-06-20,15,791,17,6,20
Hawaii,2020-07-02,15,929,18,7,2
Hawaii,2020-08-23,15,6577,46,8,23
Hawaii,2020-07-10,15,1139,19,7,10
Hawaii,2020-03-11,15,2,0,3,11
Hawaii,2020-04-28,15,602,16,4,28
Hawaii,2020-04-23,15,590,12,4,23
Hawaii,2020-03-23,15,77,0,3,23
Hawaii,2020-07-18,15,1332,23,7,18
Hawaii,2020-05-03,15,611,17,5,3
Hawaii,2020-05-29,15,639,17,5,29
Hawaii,2020-03-24,15,90,0,3,24
Hawaii,2020-05-28,15,637,17,5,28
Hawaii,2020-05-27,15,634,17,5,27
Hawaii,2020-05-04,15,612,17,5,4
Hawaii,2020-08-11,15,3733,35,8,11
Hawaii,2020-05-26,15,633,17,5,26
Hawaii,2020-05-05,15,615,17,5,5
Hawaii,2020-04-05,15,369,4,4,5
Hawaii,2020-03-25,15,95,0,3,25
Hawaii,2020-07-19,15,1359,23,7,19
Hawaii,2020-05-25,15,633,17,5,25
Hawaii,2020-04-06,15,385,5,4,6
Hawaii,2020-08-05,15,2740,26,8,5
Hawaii,2020-05-30,15,641,17,5,30
Hawaii,2020-08-08,15,3323,30,8,8
Hawaii,2020-08-06,15,2891,28,8,6
Hawaii,2020-03-20,15,37,0,3,20
Hawaii,2020-06-04,15,644,17,6,4
Hawaii,2020-06-03,15,643,17,6,3
Hawaii,2020-04-30,15,609,16,4,30
Hawaii,2020-04-07,15,408,5,4,7
Hawaii,2020-03-21,15,48,0,3,21
Hawaii,2020-08-18,15,5326,40,8,18
Hawaii,2020-07-17,15,1312,22,7,17
Hawaii,2020-06-01,15,642,17,6,1
Hawaii,2020-05-01,15,610,16,5,1
Hawaii,2020-03-22,15,56,0,3,22
Hawaii,2020-08-16,15,5019,39,8,16
Hawaii,2020-05-02,15,611,16,5,2
Hawaii,2020-07-25,15,1597,25,7,25
Hawaii,2020-05-31,15,642,17,5,31
Hawaii,2020-06-02,15,643,17,6,2
Hawaii,2020-05-24,15,633,17,5,24
Hawaii,2020-03-26,15,106,0,3,26
Hawaii,2020-05-06,15,616,17,5,6
Hawaii,2020-05-17,15,630,17,5,17
Hawaii,2020-03-30,15,204,0,3,30
Hawaii,2020-05-16,15,629,17,5,16
Hawaii,2020-05-15,15,628,17,5,15
Hawaii,2020-05-09,15,620,17,5,9
Hawaii,2020-08-03,15,2425,25,8,3
Hawaii,2020-03-31,15,224,1,3,31
Hawaii,2020-07-21,15,1396,23,7,21
Hawaii,2020-05-10,15,621,17,5,10
Hawaii,2020-05-14,15,627,17,5,14
Hawaii,2020-07-22,15,1413,24,7,22
Hawaii,2020-04-02,15,283,2,4,2
Hawaii,2020-05-13,15,627,17,5,13
Hawaii,2020-04-01,15,258,1,4,1
Hawaii,2020-05-12,15,624,17,5,12
Hawaii,2020-08-12,15,3935,37,8,12
Hawaii,2020-07-23,15,1468,25,7,23
Hawaii,2020-06-05,15,653,17,6,5
Hawaii,2020-05-18,15,630,17,5,18
Hawaii,2020-05-08,15,619,17,5,8
Hawaii,2020-07-24,15,1526,25,7,24
Hawaii,2020-05-23,15,633,17,5,23
Hawaii,2020-05-22,15,632,17,5,22
Hawaii,2020-03-27,15,120,0,3,27
Hawaii,2020-04-04,15,349,3,4,4
Hawaii,2020-07-20,15,1371,23,7,20
Hawaii,2020-05-21,15,637,17,5,21
Hawaii,2020-04-03,15,317,3,4,3
Hawaii,2020-08-04,15,2568,26,8,4
Hawaii,2020-08-21,15,6049,45,8,21
Hawaii,2020-03-28,15,151,0,3,28
Hawaii,2020-08-02,15,2219,25,8,2
Hawaii,2020-05-20,15,633,17,5,20
Hawaii,2020-05-19,15,631,17,5,19
Hawaii,2020-08-17,15,5192,39,8,17
Hawaii,2020-03-29,15,175,0,3,29
Hawaii,2020-05-07,15,619,17,5,7
Hawaii,2020-08-01,15,2174,25,8,1
Hawaii,2020-04-15,15,524,9,4,15
Hawaii,2020-07-16,15,1290,21,7,16
Hawaii,2020-07-26,15,1660,25,7,26
Hawaii,2020-07-13,15,1222,21,7,13
Hawaii,2020-06-13,15,711,17,6,13
Hawaii,2020-06-14,15,716,17,6,14
Hawaii,2020-04-24,15,595,13,4,24
Hawaii,2020-05-11,15,623,17,5,11
Hawaii,2020-06-09,15,670,17,6,9
Hawaii,2020-06-15,15,724,17,6,15
Hawaii,2020-04-10,15,463,8,4,10
Hawaii,2020-07-15,15,1271,21,7,15
Hawaii,2020-06-12,15,694,17,6,12
Hawaii,2020-08-07,15,3092,30,8,7
Hawaii,2020-08-15,15,4802,39,8,15
Hawaii,2020-06-16,15,728,17,6,16
Hawaii,2020-04-27,15,600,16,4,27
Hawaii,2020-08-22,15,6333,46,8,22
Hawaii,2020-06-10,15,673,17,6,10
Hawaii,2020-04-09,15,440,6,4,9
Hawaii,2020-03-16,15,10,0,3,16
Hawaii,2020-03-14,15,4,0,3,14
Hawaii,2020-03-17,15,14,0,3,17
Hawaii,2020-08-20,15,5821,44,8,20
Hawaii,2020-03-18,15,16,0,3,18
Hawaii,2020-06-17,15,732,17,6,17
Hawaii,2020-06-11,15,680,17,6,11
Hawaii,2020-03-12,15,2,0,3,12
Hawaii,2020-06-06,15,661,17,6,6
Hawaii,2020-03-19,15,26,0,3,19
Hawaii,2020-04-08,15,433,5,4,8
Hawaii,2020-04-29,15,605,16,4,29
Hawaii,2020-04-26,15,599,14,4,26
Hawaii,2020-03-15,15,7,0,3,15
Hawaii,2020-06-07,15,663,17,6,7
Hawaii,2020-06-18,15,750,17,6,18
Hawaii,2020-03-13,15,2,0,3,13
Hawaii,2020-04-25,15,597,14,4,25
Hawaii,2020-07-27,15,1688,25,7,27
Hawaii,2020-07-14,15,1243,21,7,14
Hawaii,2020-06-08,15,664,17,6,8
Idaho,2020-07-01,16,6379,92,7,1
Idaho,2020-06-15,16,3472,89,6,15
Idaho,2020-07-09,16,9598,101,7,9
Idaho,2020-05-18,16,2455,74,5,18
Idaho,2020-06-21,16,4025,90,6,21
Idaho,2020-04-17,16,1655,43,4,17
Idaho,2020-05-07,16,2178,67,5,7
Idaho,2020-08-19,16,28829,292,8,19
Idaho,2020-05-20,16,2506,77,5,20
Idaho,2020-08-17,16,28113,275,8,17
Idaho,2020-04-25,16,1887,56,4,25
Idaho,2020-06-14,16,3413,88,6,14
Idaho,2020-05-19,16,2476,77,5,19
Idaho,2020-07-02,16,6688,93,7,2
Idaho,2020-07-27,16,18836,159,7,27
Idaho,2020-05-08,16,2205,67,5,8
Idaho,2020-05-16,16,2419,73,5,16
Idaho,2020-04-16,16,1609,41,4,16
Idaho,2020-05-11,16,2261,69,5,11
Idaho,2020-07-07,16,8582,94,7,7
Idaho,2020-04-23,16,1836,54,4,23
Idaho,2020-05-12,16,2294,69,5,12
Idaho,2020-06-19,16,3871,90,6,19
Idaho,2020-07-06,16,8222,94,7,6
Idaho,2020-07-12,16,10971,102,7,12
Idaho,2020-05-13,16,2325,69,5,13
Idaho,2020-07-22,16,16395,136,7,22
Idaho,2020-06-18,16,3744,90,6,18
Idaho,2020-07-05,16,7799,94,7,5
Idaho,2020-06-17,16,3634,89,6,17
Idaho,2020-07-23,16,16862,142,7,23
Idaho,2020-08-13,16,26814,256,8,13
Idaho,2020-05-10,16,2232,67,5,10
Idaho,2020-05-14,16,2352,72,5,14
Idaho,2020-07-13,16,11531,102,7,13
Idaho,2020-05-09,16,2230,67,5,9
Idaho,2020-07-08,16,9004,98,7,8
Idaho,2020-07-04,16,7431,94,7,4
Idaho,2020-04-24,16,1870,54,4,24
Idaho,2020-05-15,16,2389,73,5,15
Idaho,2020-08-12,16,26280,251,8,12
Idaho,2020-06-16,16,3543,89,6,16
Idaho,2020-07-03,16,7034,94,7,3
Idaho,2020-05-17,16,2421,73,5,17
Idaho,2020-07-21,16,15899,127,7,21
Idaho,2020-06-20,16,4006,90,6,20
Idaho,2020-04-15,16,1587,41,4,15
Idaho,2020-05-21,16,2534,77,5,21
Idaho,2020-05-23,16,2626,79,5,23
Idaho,2020-07-14,16,11962,103,7,14
Idaho,2020-07-15,16,12599,111,7,15
Idaho,2020-05-30,16,2840,82,5,30
Idaho,2020-06-09,16,3226,85,6,9
Idaho,2020-07-10,16,10073,101,7,10
Idaho,2020-06-27,16,5319,92,6,27
Idaho,2020-07-25,16,17920,150,7,25
Idaho,2020-05-02,16,2061,64,5,2
Idaho,2020-04-28,16,1952,60,4,28
Idaho,2020-05-31,16,2855,82,5,31
Idaho,2020-07-26,16,18262,150,7,26
Idaho,2020-05-01,16,2035,63,5,1
Idaho,2020-06-08,16,3197,83,6,8
Idaho,2020-06-01,16,2908,83,6,1
Idaho,2020-04-27,16,1917,58,4,27
Idaho,2020-06-26,16,5149,91,6,26
Idaho,2020-07-17,16,13879,119,7,17
Idaho,2020-06-07,16,3153,83,6,7
Idaho,2020-06-24,16,4650,91,6,24
Idaho,2020-04-30,16,2016,63,4,30
Idaho,2020-06-03,16,2990,83,6,3
Idaho,2020-06-06,16,3139,83,6,6
Idaho,2020-04-20,16,1736,48,4,20
Idaho,2020-06-04,16,3054,83,6,4
Idaho,2020-04-21,16,1766,51,4,21
Idaho,2020-08-14,16,27312,267,8,14
Idaho,2020-06-25,16,4869,91,6,25
Idaho,2020-06-05,16,3111,83,6,5
Idaho,2020-04-29,16,1984,60,4,29
Idaho,2020-06-02,16,2935,83,6,2
Idaho,2020-07-11,16,10584,102,7,11
Idaho,2020-06-23,16,4412,90,6,23
Idaho,2020-07-18,16,14433,120,7,18
Idaho,2020-07-28,16,19318,168,7,28
Idaho,2020-04-22,16,1802,54,4,22
Idaho,2020-06-13,16,3399,87,6,13
Idaho,2020-06-30,16,6124,92,6,30
Idaho,2020-07-24,16,17411,148,7,24
Idaho,2020-05-06,16,2158,67,5,6
Idaho,2020-07-16,16,13261,114,7,16
Idaho,2020-04-26,16,1897,56,4,26
Idaho,2020-05-24,16,2650,79,5,24
Idaho,2020-07-19,16,14960,120,7,19
Idaho,2020-04-18,16,1668,44,4,18
Idaho,2020-07-29,16,19810,176,7,29
Idaho,2020-08-18,16,28486,283,8,18
Idaho,2020-05-05,16,2127,66,5,5
Idaho,2020-08-15,16,27620,269,8,15
Idaho,2020-05-25,16,2664,79,5,25
Idaho,2020-06-12,16,3354,87,6,12
Idaho,2020-06-29,16,5770,91,6,29
Idaho,2020-05-26,16,2699,81,5,26
Idaho,2020-06-11,16,3303,86,6,11
Idaho,2020-05-04,16,2106,64,5,4
Idaho,2020-06-22,16,4267,90,6,22
Idaho,2020-05-27,16,2731,82,5,27
Idaho,2020-05-28,16,2770,82,5,28
Idaho,2020-06-10,16,3262,85,6,10
Idaho,2020-04-19,16,1672,45,4,19
Idaho,2020-06-28,16,5543,91,6,28
Idaho,2020-05-03,16,2059,64,5,3
Idaho,2020-05-29,16,2804,82,5,29
Idaho,2020-07-20,16,15380,123,7,20
Idaho,2020-08-16,16,27794,269,8,16
Idaho,2020-05-22,16,2595,79,5,22
Idaho,2020-08-09,16,24797,237,8,9
Idaho,2020-08-07,16,24073,231,8,7
Idaho,2020-03-16,16,5,0,3,16
Idaho,2020-03-20,16,31,0,3,20
Idaho,2020-08-05,16,22854,218,8,5
Idaho,2020-03-13,16,1,0,3,13
Idaho,2020-04-05,16,1100,10,4,5
Idaho,2020-03-17,16,9,0,3,17
Idaho,2020-03-25,16,123,0,3,25
Idaho,2020-03-30,16,415,7,3,30
Idaho,2020-04-08,16,1232,19,4,8
Idaho,2020-08-01,16,21231,197,8,1
Idaho,2020-07-30,16,20378,180,7,30
Idaho,2020-04-03,16,1012,10,4,3
Idaho,2020-08-23,16,29973,308,8,23
Idaho,2020-08-10,16,25267,239,8,10
Idaho,2020-04-01,16,669,9,4,1
Idaho,2020-03-24,16,73,0,3,24
Idaho,2020-03-18,16,11,0,3,18
Idaho,2020-04-07,16,1210,15,4,7
Idaho,2020-08-03,16,21838,202,8,3
Idaho,2020-03-19,16,23,0,3,19
Idaho,2020-03-31,16,526,9,3,31
Idaho,2020-04-13,16,1499,33,4,13
Idaho,2020-08-08,16,24593,236,8,8
Idaho,2020-04-06,16,1170,13,4,6
Idaho,2020-03-29,16,310,6,3,29
Idaho,2020-04-12,16,1457,27,4,12
Idaho,2020-08-06,16,23510,227,8,6
Idaho,2020-08-20,16,29252,299,8,20
Idaho,2020-03-27,16,232,4,3,27
Idaho,2020-08-22,16,29808,307,8,22
Idaho,2020-03-14,16,5,0,3,14
Idaho,2020-08-21,16,29510,305,8,21
Idaho,2020-04-11,16,1438,27,4,11
Idaho,2020-08-04,16,22357,214,8,4
Idaho,2020-03-21,16,42,0,3,21
Idaho,2020-03-28,16,262,5,3,28
Idaho,2020-03-15,16,5,0,3,15
Idaho,2020-04-10,16,1425,25,4,10
Idaho,2020-07-31,16,20853,193,7,31
Idaho,2020-08-02,16,21465,197,8,2
Idaho,2020-03-23,16,50,0,3,23
Idaho,2020-04-02,16,891,9,4,2
Idaho,2020-08-11,16,25767,248,8,11
Idaho,2020-03-22,16,47,0,3,22
Idaho,2020-04-09,16,1366,24,4,9
Idaho,2020-04-04,16,1076,10,4,4
Idaho,2020-04-14,16,1538,39,4,14
Idaho,2020-03-26,16,189,3,3,26
Illinois,2020-07-23,17,168766,7563,7,23
Illinois,2020-04-13,17,22025,800,4,13
Illinois,2020-03-02,17,4,0,3,2
Illinois,2020-04-02,17,7695,165,4,2
Illinois,2020-06-28,17,143117,7098,6,28
Illinois,2020-05-10,17,77662,3426,5,10
Illinois,2020-04-20,17,31508,1359,4,20
Illinois,2020-02-05,17,2,0,2,5
Illinois,2020-05-12,17,83168,3617,5,12
Illinois,2020-04-01,17,6978,146,4,1
Illinois,2020-02-06,17,2,0,2,6
Illinois,2020-02-07,17,2,0,2,7
Illinois,2020-07-10,17,153406,7349,7,10
Illinois,2020-03-05,17,5,0,3,5
Illinois,2020-03-03,17,4,0,3,3
Illinois,2020-03-04,17,4,0,3,4
Illinois,2020-05-11,17,79123,3480,5,11
Illinois,2020-03-06,17,6,0,3,6
Illinois,2020-07-22,17,167142,7544,7,22
Illinois,2020-06-25,17,140935,7024,6,25
Illinois,2020-05-20,17,100713,4547,5,20
Illinois,2020-07-06,17,149428,7250,7,6
Illinois,2020-01-30,17,2,0,1,30
Illinois,2020-03-28,17,3547,50,3,28
Illinois,2020-07-29,17,176967,7661,7,29
Illinois,2020-01-31,17,2,0,1,31
Illinois,2020-02-01,17,2,0,2,1
Illinois,2020-05-19,17,98298,4399,5,19
Illinois,2020-02-02,17,2,0,2,2
Illinois,2020-08-14,17,204827,7953,8,14
Illinois,2020-08-11,17,198919,7879,8,11
Illinois,2020-03-07,17,6,0,3,7
Illinois,2020-03-29,17,4615,71,3,29
Illinois,2020-08-09,17,195897,7852,8,9
Illinois,2020-06-26,17,141812,7059,6,26
Illinois,2020-05-18,17,96778,4257,5,18
Illinois,2020-05-14,17,88081,3945,5,14
Illinois,2020-03-31,17,5992,107,3,31
Illinois,2020-02-04,17,2,0,2,4
Illinois,2020-02-03,17,2,0,2,3
Illinois,2020-08-03,17,185238,7728,8,3
Illinois,2020-06-27,17,142536,7083,6,27
Illinois,2020-05-13,17,84874,3815,5,13
Illinois,2020-05-15,17,90528,4075,5,15
Illinois,2020-05-16,17,92669,4149,5,16
Illinois,2020-03-30,17,5070,84,3,30
Illinois,2020-05-17,17,94360,4198,5,17
Illinois,2020-04-19,17,30357,1302,4,19
Illinois,2020-07-21,17,165534,7521,7,21
Illinois,2020-08-17,17,209942,7990,8,17
Illinois,2020-08-12,17,200648,7907,8,12
Illinois,2020-05-09,17,76008,3362,5,9
Illinois,2020-05-06,17,68164,2977,5,6
Illinois,2020-08-02,17,183714,7718,8,2
Illinois,2020-04-12,17,20852,727,4,12
Illinois,2020-07-03,17,147293,7222,7,3
Illinois,2020-02-15,17,2,0,2,15
Illinois,2020-02-16,17,2,0,2,16
Illinois,2020-08-19,17,213888,8037,8,19
Illinois,2020-04-28,17,48102,2132,4,28
Illinois,2020-07-31,17,180701,7703,7,31
Illinois,2020-08-23,17,222292,8114,8,23
Illinois,2020-07-26,17,173079,7595,7,26
Illinois,2020-08-13,17,202577,7934,8,13
Illinois,2020-04-08,17,15078,464,4,8
Illinois,2020-04-29,17,50355,2221,4,29
Illinois,2020-08-01,17,182232,7707,8,1
Illinois,2020-04-30,17,52918,2361,4,30
Illinois,2020-02-17,17,2,0,2,17
Illinois,2020-04-27,17,45883,1992,4,27
Illinois,2020-02-10,17,2,0,2,10
Illinois,2020-08-20,17,215903,8064,8,20
Illinois,2020-07-08,17,151055,7315,7,8
Illinois,2020-04-11,17,19180,682,4,11
Illinois,2020-02-11,17,2,0,2,11
Illinois,2020-04-23,17,36935,1696,4,23
Illinois,2020-04-24,17,39658,1804,4,24
Illinois,2020-07-04,17,148151,7234,7,4
Illinois,2020-02-12,17,2,0,2,12
Illinois,2020-04-10,17,17887,607,4,10
Illinois,2020-04-25,17,41777,1884,4,25
Illinois,2020-02-13,17,2,0,2,13
Illinois,2020-02-14,17,2,0,2,14
Illinois,2020-07-27,17,174442,7619,7,27
Illinois,2020-04-26,17,43903,1943,4,26
Illinois,2020-04-09,17,16422,534,4,9
Illinois,2020-04-22,17,35108,1577,4,22
Illinois,2020-02-09,17,2,0,2,9
Illinois,2020-07-02,17,146407,7197,7,2
Illinois,2020-02-18,17,2,0,2,18
Illinois,2020-02-19,17,2,0,2,19
Illinois,2020-02-27,17,2,0,2,27
Illinois,2020-02-28,17,2,0,2,28
Illinois,2020-08-18,17,211806,8017,8,18
Illinois,2020-04-05,17,11276,283,4,5
Illinois,2020-05-05,17,65889,2843,5,5
Illinois,2020-07-05,17,148730,7241,7,5
Illinois,2020-05-21,17,102995,4634,5,21
Illinois,2020-07-24,17,170376,7580,7,24
Illinois,2020-04-04,17,10357,248,4,4
Illinois,2020-05-07,17,70802,3139,5,7
Illinois,2020-06-30,17,144661,7136,6,30
Illinois,2020-02-29,17,3,0,2,29
Illinois,2020-03-01,17,3,0,3,1
Illinois,2020-04-03,17,8904,212,4,3
Illinois,2020-05-08,17,73688,3262,5,8
Illinois,2020-02-26,17,2,0,2,26
Illinois,2020-06-29,17,143885,7115,6,29
Illinois,2020-02-25,17,2,0,2,25
Illinois,2020-05-04,17,63840,2673,5,4
Illinois,2020-02-20,17,2,0,2,20
Illinois,2020-04-07,17,13549,384,4,7
Illinois,2020-05-01,17,56055,2464,5,1
Illinois,2020-02-21,17,2,0,2,21
Illinois,2020-02-22,17,2,0,2,22
Illinois,2020-02-23,17,2,0,2,23
Illinois,2020-02-24,17,2,0,2,24
Illinois,2020-05-02,17,58505,2576,5,2
Illinois,2020-07-09,17,152188,7333,7,9
Illinois,2020-04-21,17,33059,1479,4,21
Illinois,2020-07-25,17,171669,7593,7,25
Illinois,2020-04-06,17,12262,309,4,6
Illinois,2020-05-03,17,61499,2632,5,3
Illinois,2020-07-01,17,145541,7160,7,1
Illinois,2020-08-10,17,197326,7854,8,10
Illinois,2020-02-08,17,2,0,2,8
Illinois,2020-03-08,17,7,0,3,8
Illinois,2020-04-15,17,24593,958,4,15
Illinois,2020-06-04,17,125149,5772,6,4
Illinois,2020-06-07,17,128070,5939,6,7
Illinois,2020-06-06,17,127251,5898,6,6
Illinois,2020-03-19,17,420,4,3,19
Illinois,2020-01-28,17,1,0,1,28
Illinois,2020-01-29,17,1,0,1,29
Illinois,2020-07-12,17,155355,7391,7,12
Illinois,2020-07-16,17,159676,7457,7,16
Illinois,2020-06-05,17,126317,5834,6,5
Illinois,2020-08-06,17,190465,7796,8,6
Illinois,2020-03-20,17,583,5,3,20
Illinois,2020-06-20,17,137535,6846,6,20
Illinois,2020-07-20,17,164552,7500,7,20
Illinois,2020-03-11,17,25,0,3,11
Illinois,2020-06-19,17,136917,6801,6,19
Illinois,2020-06-03,17,124279,5665,6,3
Illinois,2020-07-17,17,161042,7468,7,17
Illinois,2020-06-21,17,138154,6865,6,21
Illinois,2020-06-02,17,123244,5567,6,2
Illinois,2020-06-01,17,121666,5458,6,1
Illinois,2020-04-14,17,23247,878,4,14
Illinois,2020-04-17,17,27575,1142,4,17
Illinois,2020-03-22,17,1047,9,3,22
Illinois,2020-05-31,17,120588,5426,5,31
Illinois,2020-03-10,17,19,0,3,10
Illinois,2020-08-16,17,208068,7973,8,16
Illinois,2020-06-22,17,138615,6889,6,22
Illinois,2020-05-30,17,119290,5368,5,30
Illinois,2020-08-05,17,188474,7776,8,5
Illinois,2020-03-21,17,751,6,3,21
Illinois,2020-08-08,17,194531,7846,8,8
Illinois,2020-03-12,17,32,0,3,12
Illinois,2020-06-08,17,129543,6142,6,8
Illinois,2020-06-16,17,134866,6608,6,16
Illinois,2020-03-14,17,66,0,3,14
Illinois,2020-06-15,17,134247,6543,6,15
Illinois,2020-07-13,17,156288,7398,7,13
Illinois,2020-06-14,17,133719,6512,6,14
Illinois,2020-03-15,17,94,0,3,15
Illinois,2020-03-13,17,46,0,3,13
Illinois,2020-06-17,17,135416,6687,6,17
Illinois,2020-06-13,17,133117,6491,6,13
Illinois,2020-08-15,17,206505,7959,8,15
Illinois,2020-07-14,17,157055,7425,7,14
Illinois,2020-07-30,17,178832,7677,7,30
Illinois,2020-06-12,17,132489,6469,6,12
Illinois,2020-08-07,17,192482,7833,8,7
Illinois,2020-03-16,17,104,0,3,16
Illinois,2020-08-22,17,220459,8107,8,22
Illinois,2020-06-11,17,131731,6388,6,11
Illinois,2020-03-17,17,159,1,3,17
Illinois,2020-06-18,17,136081,6737,6,18
Illinois,2020-07-07,17,150110,7281,7,7
Illinois,2020-01-24,17,1,0,1,24
Illinois,2020-01-25,17,1,0,1,25
Illinois,2020-01-26,17,1,0,1,26
Illinois,2020-01-27,17,1,0,1,27
Illinois,2020-06-10,17,130889,6302,6,10
Illinois,2020-07-15,17,158451,7435,7,15
Illinois,2020-06-09,17,130321,6237,6,9
Illinois,2020-04-16,17,25734,1081,4,16
Illinois,2020-03-18,17,286,1,3,18
Illinois,2020-03-23,17,1285,12,3,23
Illinois,2020-07-18,17,162299,7486,7,18
Illinois,2020-07-28,17,175588,7645,7,28
Illinois,2020-04-18,17,29160,1272,4,18
Illinois,2020-06-24,17,140025,6986,6,24
Illinois,2020-05-24,17,110541,4884,5,24
Illinois,2020-06-23,17,139282,6925,6,23
Illinois,2020-07-11,17,154530,7372,7,11
Illinois,2020-05-22,17,105710,4740,5,22
Illinois,2020-08-21,17,218111,8086,8,21
Illinois,2020-03-26,17,2538,26,3,26
Illinois,2020-08-04,17,186598,7747,8,4
Illinois,2020-05-23,17,108100,4817,5,23
Illinois,2020-03-24,17,1535,16,3,24
Illinois,2020-03-27,17,3029,37,3,27
Illinois,2020-03-25,17,1874,21,3,25
Illinois,2020-05-29,17,117794,5308,5,29
Illinois,2020-05-26,17,113486,4960,5,26
